id,title,genres,overview,popularity,release_date,budget,revenue,tagline,original_language,runtime,image_width,image_height,caption,caption_with_overview,genre_names,num_genres
769,GoodFellas,"[{'id': 18, 'name': 'Drama'} {'id': 80, 'name': 'Crime'}]","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",46.986,1990-09-12,25000000,46835000,Three decades of life in the mafia.,en,145,500,750,"Title: GoodFellas
Genres: Drama, Crime","Title: GoodFellas
Genres: Drama, Crime
Overview: The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","['Drama', 'Crime']",2
76757,Jupiter Ascending,"[{'id': 878, 'name': 'Science Fiction'} {'id': 14, 'name': 'Fantasy'}
 {'id': 28, 'name': 'Action'}]","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",46.883,2015-02-04,176000003,183987723,Expand your universe.,en,127,500,750,"Title: Jupiter Ascending
Genres: Science Fiction, Fantasy, Action","Title: Jupiter Ascending
Genres: Science Fiction, Fantasy, Action
Overview: In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","['Science Fiction', 'Fantasy', 'Action']",3
424139,Halloween,"[{'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}]","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",46.373,2018-10-18,10000000,259900000,Face Your Fate.,en,106,500,750,"Title: Halloween
Genres: Horror, Thriller","Title: Halloween
Genres: Horror, Thriller
Overview: Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","['Horror', 'Thriller']",2
899082,Harry Potter 20th Anniversary: Return to Hogwarts,"[{'id': 99, 'name': 'Documentary'}]","An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",46.365,2022-01-01,0,0,Welcome back to where the magic began.,en,103,500,750,"Title: Harry Potter 20th Anniversary: Return to Hogwarts
Genres: Documentary","Title: Harry Potter 20th Anniversary: Return to Hogwarts
Genres: Documentary
Overview: An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",['Documentary'],1
878926,Khufiya,"[{'id': 80, 'name': 'Crime'} {'id': 53, 'name': 'Thriller'}
 {'id': 9648, 'name': 'Mystery'}]","When a mole in an intelligence unit leads to the murder of an undercover spy, a hardened agent relentlessly pursues him to avenge the death.",46.225,2023-10-05,0,0,,hi,157,500,750,"Title: Khufiya
Genres: Crime, Thriller, Mystery","Title: Khufiya
Genres: Crime, Thriller, Mystery
Overview: When a mole in an intelligence unit leads to the murder of an undercover spy, a hardened agent relentlessly pursues him to avenge the death.","['Crime', 'Thriller', 'Mystery']",3
917007,Bed Rest,"[{'id': 27, 'name': 'Horror'}]","After struggling to start a family, Julie Rivers becomes pregnant and moves into a new home with her husband. She's ordered to mandatory bed rest, and begins seeing ghostly happenings throughout the house.",46.315,2022-12-08,0,0,Fear never rests,en,90,500,750,"Title: Bed Rest
Genres: Horror","Title: Bed Rest
Genres: Horror
Overview: After struggling to start a family, Julie Rivers becomes pregnant and moves into a new home with her husband. She's ordered to mandatory bed rest, and begins seeing ghostly happenings throughout the house.",['Horror'],1
916605,The Infernal Machine,"[{'id': 53, 'name': 'Thriller'} {'id': 9648, 'name': 'Mystery'}]","Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.",46.146,2022-09-23,0,0,What he created will destroy him.,en,107,500,750,"Title: The Infernal Machine
Genres: Thriller, Mystery","Title: The Infernal Machine
Genres: Thriller, Mystery
Overview: Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.","['Thriller', 'Mystery']",2
1107872,Mother's Day,"[{'id': 28, 'name': 'Action'} {'id': 53, 'name': 'Thriller'}
 {'id': 18, 'name': 'Drama'}]","Nina, a former NATO special operations agent living in hiding, has to use all her deadly skills to rescue her son who has been kidnapped by ruthless gangsters. Finding Max is a double opportunity for her. A chance to feel the adrenaline rush again, and an opportunity to get back into the life of the son she had to abandon years ago.",46.096,2023-05-24,0,0,Don't mess with mother.,pl,94,500,750,"Title: Mother's Day
Genres: Action, Thriller, Drama","Title: Mother's Day
Genres: Action, Thriller, Drama
Overview: Nina, a former NATO special operations agent living in hiding, has to use all her deadly skills to rescue her son who has been kidnapped by ruthless gangsters. Finding Max is a double opportunity for her. A chance to feel the adrenaline rush again, and an opportunity to get back into the life of the son she had to abandon years ago.","['Action', 'Thriller', 'Drama']",3
1724,The Incredible Hulk,"[{'id': 878, 'name': 'Science Fiction'} {'id': 28, 'name': 'Action'}
 {'id': 12, 'name': 'Adventure'}]","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",46.373,2008-06-12,150000000,163712074,You'll like him when he's angry.,en,114,500,750,"Title: The Incredible Hulk
Genres: Science Fiction, Action, Adventure","Title: The Incredible Hulk
Genres: Science Fiction, Action, Adventure
Overview: Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.","['Science Fiction', 'Action', 'Adventure']",3
335988,Transformers: The Last Knight,"[{'id': 28, 'name': 'Action'} {'id': 12, 'name': 'Adventure'}
 {'id': 878, 'name': 'Science Fiction'}]","Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",46.303,2017-06-16,217000000,605425157,Two worlds collide. One survives.,en,154,500,750,"Title: Transformers: The Last Knight
Genres: Action, Adventure, Science Fiction","Title: Transformers: The Last Knight
Genres: Action, Adventure, Science Fiction
Overview: Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.","['Action', 'Adventure', 'Science Fiction']",3
89,Indiana Jones and the Last Crusade,"[{'id': 12, 'name': 'Adventure'} {'id': 28, 'name': 'Action'}]","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",46.27,1989-05-24,48000000,474171806,"The man with the hat is back. And this time, he's bringing his Dad.",en,127,500,750,"Title: Indiana Jones and the Last Crusade
Genres: Adventure, Action","Title: Indiana Jones and the Last Crusade
Genres: Adventure, Action
Overview: In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","['Adventure', 'Action']",2
39103,Dragon Ball Z: The Return of Cooler,"[{'id': 28, 'name': 'Action'} {'id': 16, 'name': 'Animation'}
 {'id': 878, 'name': 'Science Fiction'}]",Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,46.582,1992-03-07,0,19581369,,ja,46,500,750,"Title: Dragon Ball Z: The Return of Cooler
Genres: Action, Animation, Science Fiction","Title: Dragon Ball Z: The Return of Cooler
Genres: Action, Animation, Science Fiction
Overview: Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.","['Action', 'Animation', 'Science Fiction']",3
22970,The Cabin in the Woods,"[{'id': 27, 'name': 'Horror'} {'id': 14, 'name': 'Fantasy'}]","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",46.145,2012-04-12,30000000,71041255,You think you know the story.,en,95,500,750,"Title: The Cabin in the Woods
Genres: Horror, Fantasy","Title: The Cabin in the Woods
Genres: Horror, Fantasy
Overview: Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.","['Horror', 'Fantasy']",2
59440,Warrior,"[{'id': 18, 'name': 'Drama'} {'id': 28, 'name': 'Action'}]","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",45.962,2011-09-09,25000000,23308615,Family is worth fighting for.,en,140,500,750,"Title: Warrior
Genres: Drama, Action","Title: Warrior
Genres: Drama, Action
Overview: The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.","['Drama', 'Action']",2
329865,Arrival,"[{'id': 18, 'name': 'Drama'} {'id': 878, 'name': 'Science Fiction'}
 {'id': 9648, 'name': 'Mystery'}]","Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",45.842,2016-11-10,47000000,203388186,Why are they here?,en,116,500,750,"Title: Arrival
Genres: Drama, Science Fiction, Mystery","Title: Arrival
Genres: Drama, Science Fiction, Mystery
Overview: Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","['Drama', 'Science Fiction', 'Mystery']",3
1007401,Mortal Kombat Legends: Snow Blind,"[{'id': 16, 'name': 'Animation'} {'id': 28, 'name': 'Action'}
 {'id': 14, 'name': 'Fantasy'}]","Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.",45.999,2022-10-09,0,0,Evil is unleashed!,en,82,500,750,"Title: Mortal Kombat Legends: Snow Blind
Genres: Animation, Action, Fantasy","Title: Mortal Kombat Legends: Snow Blind
Genres: Animation, Action, Fantasy
Overview: Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.","['Animation', 'Action', 'Fantasy']",3
848058,Piggy,"[{'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}
 {'id': 18, 'name': 'Drama'}]",A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,45.914,2022-10-07,2400000,380512,Adolescence can be brutal.,es,99,500,750,"Title: Piggy
Genres: Horror, Thriller, Drama","Title: Piggy
Genres: Horror, Thriller, Drama
Overview: A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.","['Horror', 'Thriller', 'Drama']",3
610253,Halloween Kills,"[{'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}]","The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.",45.882,2021-10-14,20000000,133423964,Evil dies tonight.,en,105,500,750,"Title: Halloween Kills
Genres: Horror, Thriller","Title: Halloween Kills
Genres: Horror, Thriller
Overview: The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.","['Horror', 'Thriller']",2
481848,The Call of the Wild,"[{'id': 12, 'name': 'Adventure'} {'id': 10751, 'name': 'Family'}
 {'id': 18, 'name': 'Drama'}]","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",45.746,2020-02-19,109000000,111202881,Based on the legendary novel,en,100,500,750,"Title: The Call of the Wild
Genres: Adventure, Family, Drama","Title: The Call of the Wild
Genres: Adventure, Family, Drama
Overview: Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.","['Adventure', 'Family', 'Drama']",3
653349,Vacation Friends,"[{'id': 35, 'name': 'Comedy'}]","When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",45.724,2021-08-27,0,0,They came home with some extra baggage.,en,103,500,750,"Title: Vacation Friends
Genres: Comedy","Title: Vacation Friends
Genres: Comedy
Overview: When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",['Comedy'],1
1924,Superman,"[{'id': 878, 'name': 'Science Fiction'} {'id': 28, 'name': 'Action'}
 {'id': 12, 'name': 'Adventure'}]","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",45.592,1978-12-14,55000000,300218018,You'll believe a man can fly.,en,143,500,750,"Title: Superman
Genres: Science Fiction, Action, Adventure","Title: Superman
Genres: Science Fiction, Action, Adventure
Overview: Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.","['Science Fiction', 'Action', 'Adventure']",3
1025169,The Trapped 13: How We Survived The Thai Cave,"[{'id': 99, 'name': 'Documentary'}]","In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.",45.336,2022-10-05,0,0,,th,102,500,750,"Title: The Trapped 13: How We Survived The Thai Cave
Genres: Documentary","Title: The Trapped 13: How We Survived The Thai Cave
Genres: Documentary
Overview: In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.",['Documentary'],1
1118595,The Jester,"[{'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}
 {'id': 9648, 'name': 'Mystery'}]","A malevolent being known as The Jester terrorizes the inhabitants of a small town on Halloween night, including two estranged sisters who must come together to find a way to defeat this evil entity.",45.424,2023-09-20,0,0,Now you see me. Now you die.,en,90,500,741,"Title: The Jester
Genres: Horror, Thriller, Mystery","Title: The Jester
Genres: Horror, Thriller, Mystery
Overview: A malevolent being known as The Jester terrorizes the inhabitants of a small town on Halloween night, including two estranged sisters who must come together to find a way to defeat this evil entity.","['Horror', 'Thriller', 'Mystery']",3
823625,Blacklight,"[{'id': 28, 'name': 'Action'} {'id': 53, 'name': 'Thriller'}]",Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,45.31,2022-02-10,43000000,15902207,They're gonna need more men.,en,104,500,750,"Title: Blacklight
Genres: Action, Thriller","Title: Blacklight
Genres: Action, Thriller
Overview: Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.","['Action', 'Thriller']",2
936952,Sitting in Bars with Cake,"[{'id': 10749, 'name': 'Romance'} {'id': 35, 'name': 'Comedy'}
 {'id': 18, 'name': 'Drama'}]","Extrovert Corinne convinces Jane, a shy, talented baker, to commit to a year of bringing cakes to bars, to help her meet people and build confidence. But when Corinne receives a life-altering diagnosis, the pair faces a challenge unlike anything they've experienced before.",45.293,2023-09-07,0,0,There’s no recipe for the perfect friendship.,en,120,500,750,"Title: Sitting in Bars with Cake
Genres: Romance, Comedy, Drama","Title: Sitting in Bars with Cake
Genres: Romance, Comedy, Drama
Overview: Extrovert Corinne convinces Jane, a shy, talented baker, to commit to a year of bringing cakes to bars, to help her meet people and build confidence. But when Corinne receives a life-altering diagnosis, the pair faces a challenge unlike anything they've experienced before.","['Romance', 'Comedy', 'Drama']",3
38700,Bad Boys for Life,"[{'id': 53, 'name': 'Thriller'} {'id': 28, 'name': 'Action'}
 {'id': 80, 'name': 'Crime'}]","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",45.146,2020-01-15,90000000,426505244,Ride together. Die together.,en,124,500,750,"Title: Bad Boys for Life
Genres: Thriller, Action, Crime","Title: Bad Boys for Life
Genres: Thriller, Action, Crime
Overview: Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.","['Thriller', 'Action', 'Crime']",3
44251,Dragon Ball Z: Broly – Second Coming,"[{'id': 16, 'name': 'Animation'} {'id': 28, 'name': 'Action'}
 {'id': 878, 'name': 'Science Fiction'}]","A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",46.222,1994-03-12,0,24200000,Broly Is Back!,ja,48,500,750,"Title: Dragon Ball Z: Broly – Second Coming
Genres: Animation, Action, Science Fiction","Title: Dragon Ball Z: Broly – Second Coming
Genres: Animation, Action, Science Fiction
Overview: A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.","['Animation', 'Action', 'Science Fiction']",3
293863,The Age of Adaline,"[{'id': 10749, 'name': 'Romance'} {'id': 14, 'name': 'Fantasy'}
 {'id': 18, 'name': 'Drama'}]","After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",45.337,2015-04-16,25000000,65663276,Love is timeless.,en,112,500,750,"Title: The Age of Adaline
Genres: Romance, Fantasy, Drama","Title: The Age of Adaline
Genres: Romance, Fantasy, Drama
Overview: After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.","['Romance', 'Fantasy', 'Drama']",3
297761,Suicide Squad,"[{'id': 28, 'name': 'Action'} {'id': 12, 'name': 'Adventure'}
 {'id': 14, 'name': 'Fantasy'}]","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",45.506,2016-08-03,175000000,746846894,Worst. Heroes. Ever.,en,123,500,750,"Title: Suicide Squad
Genres: Action, Adventure, Fantasy","Title: Suicide Squad
Genres: Action, Adventure, Fantasy
Overview: From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.","['Action', 'Adventure', 'Fantasy']",3
290098,The Handmaiden,"[{'id': 53, 'name': 'Thriller'} {'id': 18, 'name': 'Drama'}
 {'id': 10749, 'name': 'Romance'}]","In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",45.524,2016-06-01,8575000,38600000,Never did they expect to get into a controversial relationship...,ko,145,500,750,"Title: The Handmaiden
Genres: Thriller, Drama, Romance","Title: The Handmaiden
Genres: Thriller, Drama, Romance
Overview: In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.","['Thriller', 'Drama', 'Romance']",3
114,Pretty Woman,"[{'id': 35, 'name': 'Comedy'} {'id': 10749, 'name': 'Romance'}]","When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",44.881,1990-03-23,14000000,463406268,"She walked off the street, into his life and stole his heart.",en,119,500,750,"Title: Pretty Woman
Genres: Comedy, Romance","Title: Pretty Woman
Genres: Comedy, Romance
Overview: When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.","['Comedy', 'Romance']",2
198184,Chappie,"[{'id': 80, 'name': 'Crime'} {'id': 28, 'name': 'Action'}
 {'id': 878, 'name': 'Science Fiction'}]","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",44.96,2015-03-04,49000000,104399548,I am consciousness. I am alive. I am Chappie.,en,120,500,750,"Title: Chappie
Genres: Crime, Action, Science Fiction","Title: Chappie
Genres: Crime, Action, Science Fiction
Overview: Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","['Crime', 'Action', 'Science Fiction']",3
312221,Creed,"[{'id': 28, 'name': 'Action'} {'id': 18, 'name': 'Drama'}]","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",45.365,2015-11-25,37000000,173567581,Your legacy is more than a name,en,133,500,741,"Title: Creed
Genres: Action, Drama","Title: Creed
Genres: Action, Drama
Overview: The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['Action', 'Drama']",2
820067,The Quintessential Quintuplets Movie,"[{'id': 16, 'name': 'Animation'} {'id': 35, 'name': 'Comedy'}
 {'id': 10749, 'name': 'Romance'}]","When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",45.209,2022-05-20,0,17288993,,ja,136,500,750,"Title: The Quintessential Quintuplets Movie
Genres: Animation, Comedy, Romance","Title: The Quintessential Quintuplets Movie
Genres: Animation, Comedy, Romance
Overview: When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?","['Animation', 'Comedy', 'Romance']",3
85,Raiders of the Lost Ark,"[{'id': 12, 'name': 'Adventure'} {'id': 28, 'name': 'Action'}]","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",44.992,1981-06-12,18000000,389925971,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,en,115,500,750,"Title: Raiders of the Lost Ark
Genres: Adventure, Action","Title: Raiders of the Lost Ark
Genres: Adventure, Action
Overview: When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['Adventure', 'Action']",2
268,Batman,"[{'id': 14, 'name': 'Fantasy'} {'id': 28, 'name': 'Action'}
 {'id': 80, 'name': 'Crime'}]","Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",45.655,1989-06-21,35000000,411348924,Have you ever danced with the devil in the pale moonlight?,en,126,500,750,"Title: Batman
Genres: Fantasy, Action, Crime","Title: Batman
Genres: Fantasy, Action, Crime
Overview: Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.","['Fantasy', 'Action', 'Crime']",3
14574,The Boy in the Striped Pyjamas,"[{'id': 18, 'name': 'Drama'} {'id': 10752, 'name': 'War'}
 {'id': 36, 'name': 'History'}]","When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",44.834,2008-05-07,12500000,20416563,"Lines may divide us, but hope will unite us.",en,94,500,750,"Title: The Boy in the Striped Pyjamas
Genres: Drama, War, History","Title: The Boy in the Striped Pyjamas
Genres: Drama, War, History
Overview: When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.","['Drama', 'War', 'History']",3
246655,X-Men: Apocalypse,"[{'id': 28, 'name': 'Action'} {'id': 12, 'name': 'Adventure'}
 {'id': 878, 'name': 'Science Fiction'} {'id': 14, 'name': 'Fantasy'}]","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",44.88,2016-05-18,178000000,543934787,Only the strong will survive.,en,144,500,750,"Title: X-Men: Apocalypse
Genres: Action, Adventure, Science Fiction, Fantasy","Title: X-Men: Apocalypse
Genres: Action, Adventure, Science Fiction, Fantasy
Overview: After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","['Action', 'Adventure', 'Science Fiction', 'Fantasy']",4
8392,My Neighbor Totoro,"[{'id': 14, 'name': 'Fantasy'} {'id': 16, 'name': 'Animation'}
 {'id': 10751, 'name': 'Family'}]","Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",44.586,1988-04-16,3700000,41000000,,ja,86,500,750,"Title: My Neighbor Totoro
Genres: Fantasy, Animation, Family","Title: My Neighbor Totoro
Genres: Fantasy, Animation, Family
Overview: Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.","['Fantasy', 'Animation', 'Family']",3
512200,Jumanji: The Next Level,"[{'id': 12, 'name': 'Adventure'} {'id': 35, 'name': 'Comedy'}
 {'id': 14, 'name': 'Fantasy'}]","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",44.536,2019-12-04,125000000,801693929,,en,123,500,750,"Title: Jumanji: The Next Level
Genres: Adventure, Comedy, Fantasy","Title: Jumanji: The Next Level
Genres: Adventure, Comedy, Fantasy
Overview: As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.","['Adventure', 'Comedy', 'Fantasy']",3
